,出港航班号FLT,出港停机位,出港机型TYS,出港是否流控管制,起飞跑道,推出时间窗,排队长度,同时段离港,同时段进港,推出滑行时间
2175,MU2168,60,2,0,2,39,2,5,5,660
2176,MU5315,72,15,0,2,39,2,4,5,660
2177,MU5413,23,1,0,2,39,3,5,5,720
2178,HX239,1,8,1,2,39,4,4,6,833
2179,KN2218,52,15,1,2,39,4,3,5,834
2180,CZ3552,50,2,0,2,39,5,4,6,849
2181,9C8853,9,5,1,2,40,4,2,5,840
2182,BR771,3,9,0,2,40,5,3,7,954
2183,9C8737,10,5,1,2,40,4,2,5,795
2184,CA1528,33,14,1,2,40,4,2,5,830
2185,CA1830,39,9,0,2,40,3,1,3,564
2186,MU2512,57,15,0,2,40,2,1,2,475
2187,MU5415,48,1,0,2,40,1,1,3,480
2188,CA1550,41,19,1,2,40,1,3,4,602
2189,CZ3504,42,19,0,2,41,1,3,3,571
2190,MU5350,36,5,1,2,41,2,6,5,960
2191,MU5812,35,15,1,2,41,3,6,7,1010
2192,MU5523,49,6,1,2,41,3,6,7,1035
2193,MU2170,53,9,0,2,41,4,4,4,705
2194,ZH9516,37,9,1,2,41,3,7,5,969
2195,MU2407,61,15,1,2,41,5,6,5,871
2196,MU5359,75,2,0,2,41,6,4,4,780
2197,HO1241,27,6,1,2,41,6,6,6,993
2198,MU5125,44,9,1,2,41,6,4,3,779
2199,MU5309,58,15,0,2,41,5,4,4,796
2200,FM9321,25,15,0,2,41,6,4,4,900
2201,MU5577,59,5,1,2,42,6,3,3,704
2202,HO1151,31,6,0,2,42,5,3,2,637
2203,CA4502,30,8,0,2,42,4,3,3,867
2204,CZ3588,54,9,0,2,42,3,3,4,677
2205,CZ3582,46,9,0,2,42,4,4,5,972
2206,MU5559,51,1,0,2,42,4,0,2,322
2207,HO1235,32,6,0,2,42,3,2,6,662
2208,MU5159,2,9,1,2,42,3,2,7,795
2209,MU5331,70,9,1,2,43,1,2,1,540
2210,MU2514,47,15,0,2,43,2,0,3,475
2211,MF8536,21,15,0,2,43,1,1,4,712
2212,SC4732,33,15,0,2,43,0,0,2,415
2213,HO1287,39,21,0,2,44,0,2,3,594
2214,MU2128,50,1,0,2,44,2,1,2,362
2215,9C8955,11,5,1,2,44,1,3,7,1143
2216,CZ3546,43,19,0,2,44,2,1,6,793
2217,9C8929,99,5,0,2,44,2,2,3,720
2218,HU7602,41,10,1,2,44,1,3,4,809
2219,MU5311,60,15,0,2,45,2,0,5,540
2220,NX105,7,6,1,2,45,3,0,6,720
2221,FM9107,26,15,1,2,45,2,2,7,960
2222,MU5539,60,1,0,1,12,0,0,0,540
2223,9C8917,97,1,0,0,13,0,3,0,540
2224,FM9279,54,15,0,1,13,0,2,0,600
2225,MU5459,73,5,0,1,13,1,3,0,540
2226,9C8821,10,5,1,0,14,1,4,0,665
2227,MU5633,107,5,0,1,14,1,2,0,540
2228,FM9463,55,15,1,1,14,2,4,0,848
2229,FM9073,63,15,1,1,14,2,5,0,840
2230,FM9537,129,15,0,1,14,3,4,0,840
2231,9C8819,9,5,1,0,14,1,4,1,519
2232,FM9231,67,14,1,1,14,3,7,1,780
2233,MU5137,29,9,1,1,14,3,6,1,895
2234,9C8909,100,5,1,0,14,0,8,1,1080
2235,9C8845,11,5,0,0,14,2,6,0,780
2236,FM9227,126,15,1,1,14,2,3,0,840
2237,9C8635,82,5,0,0,14,4,4,0,960
2238,9C8957,96,5,1,0,14,3,5,0,1140
2239,MU5571,57,15,1,1,15,2,4,0,937
2240,MU2510,49,15,0,1,15,2,3,0,840
2241,9C8835,98,5,0,0,15,4,5,0,1200
2242,9C8815,85,1,1,0,15,2,3,0,720
2243,HO1095,28,5,1,1,15,2,6,0,1018
2244,9C8953,99,5,1,0,15,2,6,0,780
2245,9C8897,84,1,0,0,15,2,5,0,600
2246,MU5395,68,15,0,1,15,1,6,0,840
2247,FM9307,117,9,0,0,15,3,2,0,540
2248,FM9213,58,15,0,1,15,2,5,0,720
2249,MU5389,0,6,0,0,15,2,7,0,924
2250,FM9205,25,15,1,1,16,3,4,0,840
2251,FM9245,36,15,0,1,16,2,5,1,1020
2252,HO1217,27,6,0,1,16,3,2,1,572
2253,9C8903,83,5,1,0,16,1,4,1,840
2254,HO1111,39,21,1,1,16,3,6,1,986
2255,FM9421,71,6,0,1,16,4,6,2,960
2256,MU5401,30,8,0,1,16,3,6,1,840
2257,MU5814,51,15,1,1,16,3,7,1,867
2258,MU5101,43,10,1,1,16,4,8,1,919
2259,FM9535,112,14,1,1,16,5,7,1,960
2260,FM9217,47,15,1,1,16,6,7,0,840
2261,FM9415,15,15,0,1,16,5,8,0,960
2262,HO1157,33,6,1,1,17,6,7,0,896
2263,MU511,6,9,0,1,17,6,6,0,755
2264,FM9163,48,15,1,1,17,7,7,0,783
2265,CZ3590,59,2,1,1,17,7,9,1,1092
2266,FM9147,31,15,1,1,17,7,6,1,888
2267,MU721,7,2,1,1,17,7,6,2,869
2268,HO1119,35,6,0,1,17,8,9,2,1254
2269,MU2285,50,2,1,1,17,8,9,4,1388
2270,HU7604,24,15,1,1,17,6,10,7,1386
2271,FM9331,13,13,1,1,17,7,8,7,1440
2272,FM9453,66,14,1,1,18,7,5,6,900
2273,MU9720,56,14,1,1,17,7,8,8,1320
2276,FM9513,106,15,1,1,18,8,9,7,1080
2277,HU7883,21,15,0,1,17,8,11,9,1515
2278,FM9263,72,15,1,1,18,9,7,6,1260
2279,FM815,1,21,0,1,18,8,8,6,1314
2280,MU5363,127,5,1,1,18,10,6,6,1320
2281,CZ6998,52,15,0,1,18,9,4,2,835
2282,MU5203,22,5,1,1,18,9,8,4,1028
2283,CA1590,41,17,1,1,18,9,6,4,1027
2284,FM9301,102,15,1,1,18,9,5,5,1140
2285,9C8847,118,1,0,1,18,9,5,4,1140
2286,FM9515,26,13,0,1,18,10,5,4,1256
2287,MU5529,103,5,1,1,18,5,3,4,720
2288,CZ3596,54,8,1,1,18,6,5,4,850
2289,FM9451,95,15,1,1,19,7,5,4,1080
2290,MU5691,61,1,0,1,19,6,3,3,769
2291,FM9269,125,15,0,1,19,5,4,3,960
2292,FM9201,74,15,0,1,19,5,2,2,600
2293,MU5333,4,9,1,1,19,4,5,3,960
2294,9C8887,81,1,0,1,19,5,4,3,1020
2295,MU5405,20,15,0,1,19,3,4,1,720
2296,MU5423,70,6,0,1,19,4,5,2,900
2297,MU5103,45,19,1,1,20,3,2,2,540
2298,MU5151,44,9,1,1,19,4,6,5,1140
2299,FM9305,101,15,1,1,20,5,4,6,780
2300,MU537,3,9,0,1,20,4,6,6,1022
2301,MF8177,32,15,1,1,20,5,7,6,906
2302,FM9251,75,15,0,1,20,5,5,4,540
2303,NX137,7,2,1,1,20,5,6,7,897
2304,MU5663,34,5,1,1,20,4,6,8,1020
2305,FM9127,104,15,1,1,20,5,6,7,840
2306,MU5017,5,9,1,1,20,5,6,7,896
2307,CZ3548,46,21,1,1,20,6,6,7,1040
2308,HO1255,36,1,0,1,20,7,6,8,1078
2309,MU5337,128,2,1,1,20,6,6,4,780
2310,HO1097,39,21,0,1,20,7,8,8,1216
2311,MU5535,49,5,0,1,21,7,6,5,955
2312,FM9115,19,15,1,1,21,7,6,5,900
2313,MU5153,42,9,1,1,21,7,6,5,1080
2314,CZ3576,60,2,1,1,21,7,5,6,1045
2315,SC4862,28,15,1,1,21,8,4,6,967
2316,FM817,2,15,1,1,21,7,5,7,1124
2317,9C8881,9,5,1,1,21,8,4,8,1200
2318,MU5393,14,15,1,1,21,7,4,7,1140
2319,MF8371,24,15,1,1,21,7,4,7,1180
2320,FM9399,17,14,1,1,22,5,2,5,720
2321,9C8823,10,1,0,1,21,6,4,7,1140
2322,MU5303,130,2,1,1,21,6,3,6,1140
2323,FM9297,110,14,1,1,22,5,1,2,660
2324,MU5513,47,6,1,1,22,5,2,4,907
2325,HO1209,27,6,1,1,22,3,1,4,562
2326,MU5343,65,6,1,1,22,2,2,2,600
2327,MU2506,51,15,0,1,23,2,2,0,600
2328,NS3220,34,15,1,1,23,3,1,1,556
2329,FM9391,18,15,1,1,23,3,1,3,540
2330,KN5738,50,15,1,1,23,2,3,4,656
2331,MU5105,37,9,1,1,23,2,3,3,420
2332,MU5305,29,9,1,1,23,3,4,6,720
2333,MU5143,64,6,1,1,23,4,4,6,780
2334,HU7132,35,15,1,1,23,4,4,7,830
2335,MU5107,53,9,1,1,24,3,2,4,590
2336,MU5275,48,5,0,1,24,4,4,5,748
2337,MU2409,56,15,1,1,24,4,2,4,640
2338,CA4544,22,12,1,1,24,4,3,5,865
2339,CZ3524,41,19,1,1,24,4,1,4,660
2340,KN2318,63,15,1,1,24,3,2,6,840
2341,CZ3966,59,2,1,1,24,2,2,3,644
2342,FM9457,61,15,1,1,24,1,5,4,711
2343,MU2219,47,6,0,1,25,2,5,4,600
2344,MU5341,52,5,1,1,25,4,2,4,570
2345,HO1129,32,6,0,1,25,3,3,4,796
2346,CZ3262,60,15,1,1,25,5,1,4,555
2347,MU5301,39,9,1,1,25,5,1,4,660
2348,FM9465,69,15,0,1,25,2,4,7,1260
2349,MU2154,57,15,0,1,25,2,1,2,533
2350,FM9573,24,15,1,1,26,1,2,3,423
2351,9C8865,9,5,0,1,25,1,4,5,960
2352,MU5802,30,21,1,1,26,2,4,5,671
2353,FM9357,28,15,1,1,26,3,3,4,556
2354,CZ3554,54,9,1,1,26,3,6,7,975
2355,MU2469,55,15,0,1,26,3,5,5,722
2356,HU7606,38,8,1,1,26,4,4,5,761
2357,FM9371,33,15,0,1,26,4,8,7,1020
2358,CZ8243,42,19,0,1,26,5,6,5,798
2359,9C8829,100,5,0,1,26,4,8,7,1080
2360,MU5519,76,15,0,1,26,5,6,6,900
2361,MU5665,62,1,1,1,27,4,5,6,840
2362,MU5427,50,15,1,1,27,5,6,7,936
2363,MU5109,43,9,1,1,27,7,4,7,960
2364,9C8837,11,5,1,1,27,6,5,7,1080
2365,SC8744,21,15,1,1,27,6,0,3,352
2366,9C8855,98,1,0,1,27,8,5,10,1440
2367,MU2508,58,15,0,1,27,7,7,8,1200
2368,MU5804,49,15,1,1,27,6,5,7,944
2369,MU2156,56,1,0,1,27,6,8,8,1121
2370,FM9309,35,15,0,1,27,6,6,6,1015
2371,FM9103,31,15,1,1,27,4,4,3,654
2372,KA813,5,9,1,1,27,5,4,3,751
2373,HO1113,27,1,0,1,28,5,4,4,720
2374,MU9726,34,14,1,1,28,6,3,4,669
2375,9C8947,99,5,0,1,28,6,5,6,1140
2376,NH970,4,20,0,1,28,5,2,4,728
2377,FM9063,103,15,1,1,28,5,0,2,540
2378,CZ3532,53,9,0,1,28,4,2,4,816
2379,MU2434,36,5,0,1,28,1,3,3,600
2380,MU5345,60,15,0,1,28,1,5,5,805
2381,MU2403,75,15,1,1,29,3,3,3,720
2382,NX109,7,6,1,1,28,2,4,6,1064
2383,MU2158,47,6,0,1,29,4,3,4,720
2384,9C8765,9,5,1,1,29,5,4,6,923
2385,FM9333,22,15,0,1,29,4,3,6,780
2386,FM9329,23,15,0,1,29,4,1,4,480
2387,MU5307,61,15,0,1,29,4,4,5,780
2388,9C8775,10,5,1,1,29,3,6,9,1027
2389,TV9866,29,8,0,1,29,4,2,3,519
2390,MU5097,6,9,0,1,29,3,5,5,912
2391,MU5155,59,5,1,1,29,3,6,7,927
2392,HO1201,38,21,0,1,30,4,4,5,794
2393,MU5647,51,2,1,1,30,4,3,4,840
2394,8L9888,37,5,0,1,30,4,3,5,837
2395,MU5271,48,1,0,1,30,5,2,5,720
2396,CZ3538,54,9,0,1,30,4,4,7,954
2397,HO1125,32,6,0,1,30,3,3,4,779
2398,HO1215,26,5,0,1,30,3,4,3,741
2399,MU5347,50,6,0,1,30,3,3,3,780
2400,MU5515,52,6,1,1,31,4,1,2,372
2401,FM9209,57,15,1,1,31,3,2,4,716
2402,FM9219,27,15,0,1,31,3,4,5,960
2403,SC4664,21,15,1,1,31,3,2,3,581
2404,FM9403,55,15,0,1,31,3,1,4,619
2405,ZH9508,35,1,1,1,31,2,5,4,589
2406,FM9375,34,6,0,1,31,1,3,2,412
2407,MU2160,49,6,0,1,31,2,4,4,592
2408,MU5806,56,15,1,1,31,5,1,4,625
2409,HU7608,106,10,1,1,31,4,1,4,746
2410,FM845,2,9,1,1,31,3,1,5,879
2411,FM9315,25,15,0,1,32,4,1,2,555
2412,FM9379,16,15,0,1,32,1,5,4,660
2413,FM9521,102,15,0,1,32,3,3,3,540
2414,MU5543,36,1,1,1,32,2,4,6,786
2415,CZ3558,58,2,0,1,32,1,4,7,1015
2416,CZ3540,46,9,0,1,32,4,4,6,837
2417,9C8807,96,5,1,1,32,5,3,9,1020
2418,MU2055,1,2,1,1,32,5,2,7,851
2419,FM9549,47,15,0,1,32,4,1,5,600
2420,FM823,4,13,0,1,32,3,2,5,673
2421,FM9207,22,15,0,1,33,2,4,5,506
2422,SC4670,21,15,1,1,33,4,0,4,365
2423,MU5439,48,5,1,1,33,3,2,4,599
2424,CI202,5,9,0,1,33,1,4,7,815
2425,MU2522,60,15,0,1,33,2,4,7,900
2426,FM9185,23,15,1,1,33,3,3,4,642
2427,MU5111,14,9,1,1,33,2,3,3,540
2428,MF8586,24,15,0,1,33,3,5,7,684
2429,MU5429,51,5,1,1,33,2,7,7,960
2430,MU239,0,6,1,1,34,3,6,6,730
2431,FM9373,31,15,1,1,34,4,5,7,840
2432,9C8949,9,5,1,1,34,3,7,7,970
2433,MU5808,30,8,1,1,34,6,5,5,721
2434,FM9423,110,15,1,1,34,6,3,5,660
2435,CZ3562,59,2,1,1,34,5,6,6,963
2436,9C8995,97,1,1,1,34,6,4,5,840
2437,HO1221,32,6,0,1,34,6,6,9,1133
2438,MU5313,29,8,0,1,34,6,5,6,921
2439,MU5385,61,1,0,1,34,6,4,7,923
2440,FM9361,26,15,1,1,34,5,3,7,863
2441,SC4850,34,15,1,1,35,4,3,5,608
2442,9C8885,11,1,1,1,35,5,2,5,768
2443,CZ3526,53,8,0,1,34,5,4,8,1136
2444,MU5689,35,15,0,1,35,3,0,3,540
2445,MU5810,57,15,1,1,35,4,1,4,647
2446,MU5113,70,9,1,2,35,0,4,6,1020
2447,MU2405,49,15,1,2,35,1,4,3,581
2448,9C8895,10,5,0,2,35,2,5,4,668
2449,FM9116,27,15,1,2,36,3,4,4,753
2450,MU5219,50,6,1,2,36,4,2,4,559
2451,FM9425,2,21,1,2,36,4,4,6,1076
2452,FM9327,114,15,0,2,36,4,3,7,900
2453,9C8931,100,5,0,2,36,5,5,8,1260
2454,MU2994,56,2,0,2,36,3,5,8,900
2455,HO1143,23,6,1,2,36,3,4,8,851
2456,MU5115,39,9,1,2,36,4,2,6,720
2457,MU2166,52,2,0,2,36,5,3,9,1021
2458,CA1524,24,15,1,2,37,5,3,9,1180
2460,MU5353,46,9,1,2,37,4,5,9,1260
2461,HO1133,22,6,1,2,37,4,4,6,924
2462,HO1193,38,21,0,2,37,4,4,6,1061
2463,KE816,4,19,0,2,37,4,3,6,977
2464,FM9313,21,15,0,2,37,5,2,6,1034
2465,SC4674,31,15,1,2,37,4,2,6,1171
2466,CZ3832,58,2,1,2,38,4,3,5,1010
2467,MU5579,34,1,0,2,38,3,4,4,741
2468,FM9501,64,14,1,2,38,2,3,3,720
2469,MU5355,32,1,1,2,38,3,2,3,573
2470,MU5117,42,10,1,2,38,3,3,3,900
2471,FM9363,61,15,0,2,38,4,3,5,943
2472,CZ3572,53,9,0,2,38,3,5,5,729
2473,MU5209,51,2,1,2,39,2,5,6,660
2474,KN5956,57,14,1,2,39,3,5,8,781
2475,FM9395,60,15,1,2,39,5,1,8,815
2476,MU5549,48,5,0,2,39,5,3,11,1200
2477,HX239,1,9,1,2,39,3,7,14,1480
2478,9C8803,82,5,1,2,39,4,6,13,1560
2479,MU5315,75,15,0,2,39,5,5,11,1260
2480,MU5517,47,6,1,2,40,5,2,5,660
2481,9C8737,9,5,1,2,40,4,5,8,931
2482,MU2168,30,9,0,2,39,4,7,9,1191
2483,BR771,6,9,0,2,40,4,4,6,886
2484,9C8853,11,5,1,2,40,5,5,9,1154
2485,CA1528,23,15,1,2,40,5,4,7,781
2486,FM9321,35,15,1,2,40,5,3,7,775
2487,MU5119,127,19,1,2,40,4,5,10,1140
2488,MU5581,59,2,1,1,40,1,3,10,1440
2489,MU5125,43,9,1,1,40,2,3,8,1264
2490,MU2512,52,15,1,1,40,3,3,5,1057
2491,MU5357,49,6,1,1,41,4,3,1,600
2492,SC1168,24,15,1,1,41,4,2,2,600
2493,MU5523,51,6,1,1,41,4,1,3,695
2494,MU5411,25,15,1,1,41,4,2,4,641
2495,MU5157,69,9,1,1,41,1,1,5,660
2496,KN2218,56,15,1,1,41,2,2,6,780
2497,MU2407,60,15,1,1,42,2,3,7,930
2498,MU5350,48,5,1,1,42,2,3,6,840
2499,HO1241,32,6,1,1,42,2,4,6,850
2500,MU5812,55,15,1,1,42,3,5,7,1080
2501,MU5359,65,6,1,1,42,3,5,7,900
2502,HO1151,34,6,1,1,42,4,5,6,867
2503,MU5309,58,15,1,1,42,5,5,8,1012
2504,MU5577,59,5,1,1,43,6,4,7,960
2505,MU5559,47,5,0,1,43,6,4,7,1027
2506,MU5413,27,1,1,1,42,5,8,9,1320
2507,CZ3588,46,9,1,1,43,6,4,6,896
2508,CA4542,26,15,1,1,43,6,5,8,1115
2509,9C8677,85,1,1,1,43,6,4,8,1080
2510,CZ3582,53,9,1,1,43,6,4,7,957
2511,MU5121,3,9,1,1,43,6,5,9,1260
2512,HO1287,37,21,1,1,43,4,2,3,598
2513,FM9350,100,15,0,1,43,7,3,10,1260
2514,MU2128,33,5,1,1,44,5,0,3,540
2515,9C8955,10,5,1,1,44,4,3,7,902
2516,SC4732,31,15,1,1,44,2,2,5,746
2517,MU5415,22,1,1,1,44,3,1,6,900
2518,HU7610,29,9,1,1,44,3,1,6,935
2519,CZ3546,42,19,1,1,45,2,1,6,710
2520,MU2170,70,9,1,1,45,2,1,3,540
2521,MU2514,57,15,1,1,45,2,2,6,720
2522,9C8792,81,5,0,1,45,2,1,8,1080
2523,9C8929,9,5,1,1,45,3,0,8,1077
2524,MF8546,27,14,0,1,46,1,3,2,473
2525,CZ3567,43,9,1,1,46,2,2,1,419
2526,SC4688,32,15,1,1,46,3,2,1,488
2527,MU5311,52,15,1,1,46,4,1,1,585
2528,MU5123,14,9,1,1,46,3,0,3,660
2529,NX105,1,6,0,1,47,1,1,7,994
2530,MU5159,54,9,1,1,47,1,0,6,780
2531,FM9311,88,15,1,1,48,0,0,6,780
2532,HU7602,44,9,1,1,48,0,1,6,1117
2533,FM9107,21,15,1,1,1,1,1,4,720
2534,MU5331,118,9,1,1,1,1,1,3,1140
2535,FM9381,97,15,0,1,2,1,0,2,900
2536,MU5539,26,1,0,1,12,0,0,0,660
2537,9C8917,10,1,0,0,13,0,0,0,540
2538,9C8821,89,5,1,0,13,1,3,0,540
2539,9C8827,11,5,1,0,13,0,5,0,780
2540,MU5633,101,5,0,1,14,1,2,0,540
2541,MU5459,42,5,0,1,14,0,4,0,740
2542,FM9537,16,15,0,1,14,2,3,0,600
2543,HO8317,36,6,0,1,14,3,3,0,764
2544,FM9205,125,15,1,1,14,3,4,0,600
2545,HO1085,34,1,1,1,14,3,3,0,533
2546,9C8819,81,5,0,0,14,0,3,0,660
2547,9C8957,100,5,1,0,14,1,3,0,660
2548,FM9231,67,14,1,1,14,2,2,0,660
2549,MU5137,54,9,1,1,14,1,2,0,567
2550,9C9901,96,5,0,0,15,1,3,0,660
2551,MU5571,15,15,1,1,15,1,2,0,540
2552,9C8845,82,1,1,0,15,1,0,0,480
2553,9C8835,97,5,0,0,15,2,2,0,840
2554,MU5389,4,6,1,0,15,1,3,0,528
2555,FM9227,17,15,1,1,15,0,2,0,600
2556,9C8897,84,5,1,0,15,1,3,0,660
2557,FM9307,64,15,0,1,15,1,2,0,660
2558,HO1111,45,21,0,1,15,1,1,0,569
2559,HO1095,37,1,1,1,15,2,1,0,682
2560,9C8815,92,5,1,0,16,0,4,0,660
2561,FM9245,119,13,0,0,16,1,4,0,540
2562,9C8903,95,5,1,0,16,2,4,0,600
2563,FM9421,73,6,1,1,16,0,3,0,600
2564,MU5814,50,15,1,1,16,1,5,0,638
2565,FM9163,22,2,1,1,16,2,4,0,780
2566,9C8909,94,5,1,1,16,3,5,0,720
2567,HO1119,30,21,1,1,16,5,5,0,688
2568,CZ3590,59,2,0,1,16,4,7,0,799
2569,MU5101,43,10,1,1,16,4,6,0,943
2570,MU9720,66,14,1,1,17,4,6,0,720
2571,FM9217,18,15,1,1,17,6,2,0,540
2572,FM9331,25,15,0,1,17,5,6,1,837
2573,CA1858,24,15,1,1,17,6,5,1,550
2574,MU511,115,9,0,1,17,5,9,1,1140
2575,FM9263,56,15,1,1,17,7,7,1,981
2576,FM9453,29,14,1,1,17,5,4,0,560
2577,FM9213,61,15,1,1,17,6,7,1,960
2578,MU5401,12,8,1,1,17,8,2,0,419
2579,FM9301,57,15,0,1,17,6,4,1,720
2580,MU721,2,9,1,1,17,5,6,2,1075
2581,HU7883,32,15,1,1,17,6,2,3,553
2582,FM851,6,9,0,1,17,7,3,5,1140
2583,FM9513,47,15,0,1,17,5,2,6,861
2584,FM815,1,21,0,1,18,3,1,5,758
2585,HU7604,31,15,1,1,18,2,5,3,798
2586,ZH9520,103,1,0,1,18,2,5,0,447
2587,MU2285,71,2,1,1,18,4,5,0,440
2588,MU2999,83,0,0,1,18,3,6,0,660
2589,FM9269,110,15,0,1,18,5,4,0,540
2590,MU5151,39,9,1,1,18,3,9,0,914
2591,CZ3596,53,9,0,1,18,5,6,0,874
2592,MU5333,35,2,0,1,18,6,2,1,775
2593,MU5663,23,5,0,1,18,7,2,3,990
2594,MU5203,49,5,0,1,18,6,4,3,1124
2595,CA1590,41,17,1,1,19,6,2,4,923
2596,FM9451,74,15,1,1,19,6,1,5,1020
2597,MU5691,21,1,1,1,19,2,4,5,776
2598,MF8177,33,15,1,1,19,2,2,6,882
2599,9C8887,85,5,1,1,19,1,3,7,1020
2600,FM9305,28,15,0,1,19,4,2,5,793
2601,FM9515,44,15,0,1,19,3,3,6,1080
2602,FM9127,20,15,1,1,20,2,3,1,471
2603,MU5103,40,19,1,1,20,3,2,1,407
2604,CZ3548,46,21,0,1,20,3,1,2,558
2605,NX137,7,2,1,1,20,2,5,4,874
2606,MU5337,69,6,1,1,20,2,4,3,660
2607,FM9251,65,15,0,1,20,2,5,1,501
2608,MF8502,34,15,1,1,20,4,3,0,355
2609,MU5393,52,15,0,1,20,4,4,2,572
2610,MU5535,26,5,0,1,21,5,3,3,600
2611,HO1097,42,21,1,1,20,3,9,4,1079
2612,FM817,0,15,1,1,20,4,6,4,1006
2613,MU5105,38,9,1,1,21,4,5,4,860
2614,HO1177,29,6,0,1,21,5,4,4,855
2615,FM9297,126,14,0,1,21,5,4,2,720
2616,SC4662,22,15,1,1,21,5,4,4,868
2617,9C8881,9,1,1,1,21,6,3,4,840
2618,FM9115,55,15,1,1,21,5,2,3,801
2619,CZ3576,61,2,1,1,21,4,2,2,608
2620,SC4950,37,15,1,1,21,4,2,1,770
2621,9C8823,11,1,1,1,22,2,2,2,758
2622,MF8371,25,15,1,1,22,2,0,2,543
2623,FM9399,68,14,1,1,22,2,1,4,840
2624,CZ3534,54,21,1,1,22,0,3,4,641
2625,CA1832,41,19,1,1,22,1,4,2,670
2626,MU5107,39,8,1,1,22,3,5,2,868
2627,HO1209,27,6,1,1,22,2,6,3,1005
2628,MU5513,59,6,1,1,23,3,4,2,900
2629,MU5665,72,5,1,1,23,4,3,3,1020
2630,KN5738,58,15,1,1,23,4,2,3,791
2631,CA1534,35,15,1,1,23,6,2,3,591
2632,NS3220,21,15,1,1,23,5,4,3,802
2633,HO1211,31,1,1,1,23,3,3,2,577
2634,GS7884,23,5,1,1,23,3,2,2,558
2635,FM9391,86,15,1,1,23,2,3,2,780
2636,MU5305,30,9,1,1,24,4,2,2,648
2637,KN2318,73,15,1,1,24,3,5,5,1140
2638,HU7132,24,15,1,1,24,2,4,6,819
2639,CZ3966,53,9,1,1,24,3,3,6,826
2640,CZ3524,46,21,1,1,24,4,1,6,668
2641,CA4544,33,12,1,1,24,3,2,9,1194
2642,MU5643,62,1,1,1,24,5,0,7,900
2643,MU537,4,9,0,1,25,0,1,6,875
2644,CZ3262,60,15,1,1,25,1,0,5,777
2645,MU5301,38,9,1,1,25,0,2,5,615
2646,FM9457,131,15,1,1,25,1,1,3,540
2647,FM9357,14,15,1,1,26,2,2,4,660
2648,MU5802,29,21,1,1,26,1,1,3,360
2649,CA1837,37,9,1,1,26,2,2,5,605
2650,FM9573,51,15,1,1,26,2,1,1,436
2651,9C8855,11,5,1,1,26,1,4,2,892
2652,MU2506,50,15,1,1,26,2,3,3,540
2653,9C8837,10,5,1,1,26,2,4,5,1020
2654,MU5109,44,9,1,1,27,3,1,4,600
2655,MU5647,59,1,1,1,27,3,2,5,737
2656,9C8829,96,5,1,1,27,4,1,6,1080
2657,MU5341,49,5,1,1,27,1,0,2,420
2658,9C8865,9,5,1,2,28,3,2,1,960
2659,FM9333,26,15,1,2,28,4,2,4,1020
2660,MU9726,35,14,1,2,29,4,3,2,1000
2661,9C8947,100,5,1,2,29,4,4,5,1560
2662,NX109,7,6,1,2,29,6,1,4,792
2663,MF8568,27,15,1,2,29,7,1,6,1410
2665,9C8775,94,5,1,2,30,4,4,4,1260
2666,MU5345,33,6,1,2,30,3,3,5,1260
2668,MU5804,61,15,1,2,31,4,2,5,1234
2669,9C8765,97,1,1,2,31,3,4,6,1500
2670,MU2219,98,2,1,2,31,4,3,7,1200
2671,CZ3538,53,21,1,2,31,3,4,4,937
2672,MU2508,57,15,1,2,31,3,4,3,780
2673,FM845,1,9,1,2,32,3,3,2,540
2674,CZ698X,13,20,1,2,32,4,1,3,597
2675,MU5097,6,9,0,2,32,3,1,3,720
2676,MU5519,133,15,0,2,32,4,3,3,660
2677,8L9888,29,5,0,2,32,3,1,1,346
2678,MU5271,127,6,0,2,32,4,3,1,348
2679,MU5111,30,9,0,2,32,1,6,2,660
2680,HO1125,38,5,0,2,32,4,5,1,401
2681,MU2409,55,15,1,2,32,5,3,0,321
2682,MU2156,47,1,1,2,32,4,4,1,600
2683,MU5155,52,5,0,2,32,6,4,2,660
2684,MU5307,60,15,1,2,32,2,10,4,1380
2685,FM9315,22,15,1,2,32,6,4,3,840
2686,MU2055,8,2,1,2,33,6,3,3,722
2687,MU5806,44,8,1,2,33,5,5,5,1020
2689,FM9063,132,15,0,2,33,5,4,6,1260
2690,CZ3558,61,2,1,2,33,5,3,4,712
2691,CI202,3,9,1,2,33,5,5,4,1202
2692,MU5113,39,9,0,2,33,6,4,4,960
2693,FM9103,32,15,0,2,33,4,5,1,720
2694,FM9403,59,15,0,2,33,4,4,2,720
2695,MU5439,50,5,0,2,33,4,5,3,780
2696,9C8949,100,1,1,2,34,4,4,3,720
2697,MU2403,58,15,1,2,34,4,5,5,900
2698,MU2469,65,15,0,2,34,4,5,4,780
2699,FM9185,76,15,1,2,34,5,8,8,1260
2700,MU5385,48,5,0,2,34,5,8,7,1127
2701,MU2160,64,6,1,2,34,4,8,6,900
2702,FM9329,19,15,0,2,34,5,7,6,960
2703,KA883,5,7,1,2,34,6,7,7,899
2704,MU5115,111,9,0,2,34,5,9,8,1200
2705,MU2434,28,5,0,2,34,7,7,6,1080
2706,FM9207,75,15,1,2,34,8,6,6,1020
2707,HO1155,40,21,1,2,34,8,7,6,1091
2708,FM9423,18,15,0,2,34,9,6,6,1140
2709,FM9549,23,15,0,2,35,8,4,5,960
2710,MU5429,99,2,0,2,34,9,7,9,1440
